Name,Sector,Sub-Sector,Market Cap,Return on Equity,ROCE,Cash Flow Margin,EBITDA Margin,Net Profit Margin,Return on Assets,Asset Turnover Ratio,Working Capital Turnover Ratio,Current Ratio,Debt to Equity,PE Ratio,PB Ratio,Sector PE,Sector PB,PS Ratio,Sector Dividend Yield,Return on Investment,MF Holding Change 3M,MF Holding Change 6M,FII Holding Change 3M,FII Holding Change 6M,DII Holding Change 3M,DII Holding Change 6M,EPS (Q),Dividend Per Share,Debt to Equity ,Debt to Asset,R1,R2
Mahalaxmi Fabric Mills Ltd,Consumer Discretionary,Auto Parts,57.46,1.6,4.37,2.68,5.14,0.83,0.88,1.05,27.72,1.07,0.4,40.46,0.64,38.85,6.76,0.34,0.49,2.84,-,-,-,-,-,-,0.16,0,0.4,0.21,0,0
Kamadgiri Fashion Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",57.05,-4.02,12.03,10.94,4.6,-0.63,-1.02,1.61,9.14,1.3,1.21,-40.46,1.66,38.85,6.76,0.26,0.49,7.91,0,0,0,0,0,0,0.26,0,1.21,0.34,0,0
Laxmi Cotspin Ltd,Consumer Discretionary,Textiles,56.64,-0.47,4.12,-5.62,3.96,-0.17,-0.24,1.37,5.31,1.57,0.8,-217.84,0.9,38.85,6.76,0.38,0.49,2.61,0,0,0.04,0.04,0,0,-2.03,0,0.8,0.42,1,0
Kanani Industries Ltd,Consumer Discretionary,Home Electronics & Appliances,56.19,0.97,2.11,8.58,0.66,0.27,0.54,1.99,3.16,3.68,0.09,92.12,0.89,38.85,6.76,0.25,0.49,2.04,0,0,0,0,0,0,0,0,0.09,0.06,1,0
Gorani Industries Ltd,Consumer Discretionary,Home Furnishing,55.82,11.46,21.12,-1.05,7.48,3.19,4.83,1.52,4.6,1.65,0.82,41.05,4.47,38.85,6.76,1.31,0.49,10.4,0,0,0,0,0,0,0.95,0,0.82,0.36,1,1
IGC Industries Ltd,Consumer Discretionary,Textiles,55.1,-43.09,-53.42,0,-,,-3.06,0,0,1.05,13.49,-141.28,77.61,38.85,6.76,-,0.49,-3.79,0,0,0,0,0,0,0.51,0,13.49,0.92,0,2
Dhanlaxmi Fabrics Ltd,Consumer Discretionary,Textiles,54.58,-15.06,-14.92,8.95,-28.66,-34.86,-12.53,0.36,1.31,3.76,0.03,-7.08,1.15,38.85,6.76,2.47,0.49,-15.38,0,0,0,0,0,0,-0.13,0,0.03,0.03,1,0
Gem Spinners India Ltd,Consumer Discretionary,Textiles,54.44,,-8.79,0,-,,-8.38,0,0,0.22,,-92.27,-34.45,38.85,6.76,-,0.49,-,0,0,0,0,0,0,-0.04,0,-5.24,1.19,0,2
Sacheta Metals Ltd,Consumer Discretionary,Housewares,53.63,5.72,7.44,3.17,7.27,2.53,2.91,1.08,3.04,2.38,0.34,27.5,1.07,38.85,6.76,0.7,0.49,4.91,0,0,0,0,0,0,0.04,0,0.34,0.24,0,1
Super Spinning Mills Ltd,Consumer Discretionary,Textiles,52.75,-25.9,-13.59,53.18,-155.87,-295.47,-15.13,0.05,-0.7,0.64,0.39,-2.52,0.74,38.85,6.76,7.46,0.49,-19.09,0,0,0,0,0,0,-0.06,0,0.39,0.24,0,0
Suditi Industries Ltd,Consumer Discretionary,Textiles,52.47,,68.75,1.42,-9.89,-16.32,-21.84,1.34,-3.25,0.54,,-4.44,-2.43,38.85,6.76,0.72,0.49,-,0,0,0,0,0,0,-1.04,0,-0.25,0.11,1,0
Perfect Infraengineers Ltd,Consumer Discretionary,Textiles,52.21,3.04,0.89,-102.5,24.5,13.67,2.12,0.16,0.27,6,0.24,63.66,1.6,38.85,6.76,8.7,0.49,2.79,0,-,-0.22,-,-0.41,-,0.06,0,0.24,0.18,0,2
Vandana Knitwear Ltd,Consumer Discretionary,Textiles,51.89,0.79,1.48,-6.83,4.33,2.05,0.7,0.34,0.35,53.78,0.07,576.53,4.54,38.85,6.76,11.82,0.49,1.15,0,0,0,0,0,0,0,0,0.07,0.06,1,0
Paramount Dye Tec Ltd,Consumer Discretionary,Home Electronics & Appliances,51.83,,16.51,21.58,22.42,14.99,,0.85,-,1.58,0.54,14.6,1.71,38.85,6.76,2.19,0.49,8.48,0,-,7.36,-,6.66,-,-,0,0.54,0.29,0,2
Tatia Global Vennture Ltd,Consumer Discretionary,Textiles,51.55,2.38,2.04,4.96,51.24,51.24,1.93,0.04,0.12,6.12,0.07,83.15,1.94,38.85,6.76,42.6,0.49,2.19,0,0,0,0,0,0,0.01,0,0.07,0.05,1,0
Kalahridhaan Trendz Ltd,Consumer Discretionary,Textiles,51.05,45.03,44.55,0.72,10.05,4.15,6.27,1.83,5.98,1.57,3.37,6.33,2.82,38.85,6.76,0.26,0.49,14.26,-,0,-,0,-,0,-,0,3.37,0.56,0,1
Emergent Industrial Solutions Ltd,Consumer Discretionary,Textiles,50.97,7.43,13.16,1.3,0.91,0.48,2.89,6.04,15.75,1.36,0,29.63,2.12,38.85,6.76,0.14,0.49,10.25,0,0,0,0,0,0,11.39,0,0,0,1,0
Betex India Ltd,Consumer Discretionary,Education Services,50.78,10.92,16.78,13.69,7.37,3.69,6.49,1.76,6.12,1.86,0.11,15.25,1.58,38.85,6.76,0.56,0.49,12.25,0,0,0,0,0,0,2.7,0,0.11,0.07,0,1
Jet Knitwears Ltd,Consumer Discretionary,Textiles,50.68,2.39,7.42,2.47,7.13,1.61,1.33,0.82,1.5,2.48,0.56,95.63,2.25,38.85,6.76,1.54,0.49,4.85,-,0,-,0,-,0,-,0,0.56,0.32,0,0
Sumeet Industries Ltd,Consumer Discretionary,Apparel & Accessories,50.68,,61.76,1.5,-4.01,-5.99,-13.37,2.23,-3.81,0.47,,-0.86,-0.35,38.85,6.76,0.05,0.49,-,0,0,0,0,0,0,-0.82,0,-3.14,1.08,0,2
Walchand Peoplefirst Ltd,Consumer Discretionary,Apparel & Accessories,50.16,14.11,17.27,-0.98,17.22,11.55,11.48,0.99,2.66,3.43,0.01,14.67,1.95,38.85,6.76,1.69,0.49,13.34,0,0,0,0,0,0,4.97,1,0.01,0.01,1,1
H P Cotton Textile Mills Ltd,Consumer Discretionary,Textiles,49.52,6.73,9.07,12.55,6.25,0.94,1,1.06,-6.39,0.73,2.85,55.02,3.6,38.85,6.76,0.52,0.49,14.28,0,0,0,0,0,0,1.2,0,2.85,0.44,0,1
Maharashtra Corp Ltd,Consumer Discretionary,Education Services,49.05,0.33,0.24,-3745.57,34.18,18.99,0.33,0.02,0.02,595,0,326.99,0.79,38.85,6.76,62.09,0.49,0.24,0,0,0,0,0,0,0.01,0,0,0,0,2
Vera Synthetic Ltd,Consumer Discretionary,Textiles,47.87,8.88,12.09,14.47,9.4,4.51,7.63,1.69,2.88,6.59,0,26.89,2.29,38.85,6.76,1.21,0.49,8.89,-,0,-,0,-,0,-2.86,0,0,0,0,1
Zodiac-JRD-MKJ Ltd,Consumer Discretionary,Textiles,47.41,-2.01,-2.98,-63.26,-15.66,-10.62,-1.99,0.19,0.19,441.2,0,-34.6,0.7,38.85,6.76,3.67,0.49,-2.01,0,0,0,0,0,0,0.07,0,0,0,0,0
Suryaamba Spinning Mills Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",45.72,13.93,8.11,7,6.6,0.8,5.96,1.65,20.06,1.35,0.74,26.13,0.76,38.85,6.76,0.21,0.49,12.8,0,0,0,0,0,0,0.65,1,0.74,0.33,0,2
Tirupati Foam Ltd,Consumer Discretionary,Apparel & Accessories,45.63,6.98,16.23,8.62,9.12,2,2.42,1.21,10.14,1.24,1.31,21.83,1.48,38.85,6.76,0.44,0.49,9.64,0,0,0,0,0,0,1.07,0,1.31,0.47,0,1
G-Tec Jainx Education Ltd,Consumer Discretionary,Home Furnishing,45.6,-2.03,2.86,3.56,5.81,-1.19,-1.51,1.27,2.36,3.05,0.11,-455.96,9.62,38.85,6.76,5.41,0.49,-1.72,0,0,0,0,0,0,0.17,0,0.11,0.07,0,0
Libas Consumer Products Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",45.37,6.89,7.87,-3.74,7.98,6.4,5.4,0.84,1.36,4.31,0.19,8.71,0.58,38.85,6.76,0.56,0.49,6.71,0,0,0,0,0,0,0.62,0,0.19,0.15,0,1
Addi Industries Ltd,Consumer Discretionary,Textiles,44.84,6.15,8.16,-117.77,87.35,62.72,6.1,0.1,0.12,242.76,0,9.62,0.58,38.85,6.76,6.03,0.49,6.04,0,0,0,0,0,0,0.73,1.25,0,0,0,1
Rishi Techtex Ltd,Consumer Discretionary,Textiles,44.04,4.33,12.95,5.07,6.81,1.21,1.86,1.55,8.51,1.39,0.79,32.62,1.38,38.85,6.76,0.39,0.49,6.98,0,0,0,0,0,0,0.71,0,0.79,0.35,0,0
Ultra Wiring Connectivity System Ltd,Consumer Discretionary,Education Services,43.45,10.69,13.03,17.16,10.51,4.65,5.02,1.08,5.46,1.36,0.3,22.28,2.26,38.85,6.76,1.04,0.49,9.8,-,0,-,0,-,0,1.15,0,0.3,0.14,1,1
Ascensive Educare Ltd,Consumer Discretionary,Auto Parts,43.26,13.69,16.95,-5.25,12.49,6.34,6.52,1.03,2.04,2.63,0.2,32.53,3.5,38.85,6.76,2.06,0.49,11.54,-,0,-,0,-,0,-,0,0.2,0.11,1,1
STL Global Ltd,Consumer Discretionary,Education Services,42.74,-9.16,-3.38,-5.56,-0.23,-2.96,-3.81,1.29,4.06,2.08,0.72,-16.57,1.59,38.85,6.76,0.49,0.49,-3.35,0,0,0,0,0,0,-0.04,0,0.72,0.28,0,0
TGB Banquets and Hotels Ltd,Consumer Discretionary,Textiles,42.73,-4.71,-2.22,25.38,8.45,-8.87,-3.04,0.34,0.73,2.76,0.1,-11.97,0.58,38.85,6.76,1.06,0.49,-2.15,0,0,0.23,0.23,0,0,0.05,0,0.1,0.07,1,0
Mandeep Auto Industries Ltd,Consumer Discretionary,Auto Parts,42.39,,31.25,1.15,15.66,8.57,,2.05,-,1.74,1,19.9,5.16,38.85,6.76,1.71,0.49,15.47,-,0,-,0,-,0,0,0,1,0.34,0,2
Advance Lifestyles Ltd,Consumer Discretionary,Textiles,42.35,0.8,4.67,-22.79,78.35,5.98,0.3,0.05,0.18,2.67,1.53,201.68,1.6,38.85,6.76,12.07,0.49,4.05,0,0,0,0,0,0,1.64,0,1.53,0.57,0,2
Future Lifestyle Fashions Ltd,Consumer Discretionary,Retail - Apparel,42.3,,543.15,24.96,-54.98,-93.09,-47.69,0.51,-3.38,0.72,,-0.02,-0.02,38.85,6.76,0.02,0.49,-,0,0,0.01,0.01,-4.81,-6.91,-0.37,0,-1.15,0.49,0,2
Bikewo Green Tech Ltd,Consumer Discretionary,Textiles,41.61,13.92,14.62,-17.74,11.89,6.64,6.53,0.98,8.1,1.49,0.45,24.91,2.48,38.85,6.76,1.66,0.49,8.23,-,0,-,0.31,-,-10.97,0.4,0,0.45,0.24,1,1
Titaanium Ten Enterprise Ltd,Consumer Discretionary,Four Wheelers,41.04,7.92,25.76,2.09,3.49,0.69,2.06,2.99,12.12,1.41,2.42,31.09,2.37,38.85,6.76,0.21,0.49,9.6,-,-,-,-,-,-,0.63,0,2.42,0.66,0,1
Jattashankar Industries Ltd,Consumer Discretionary,Textiles,40.97,21.5,22.26,-1.82,23.03,18.24,19.84,1.09,1.25,55.59,0,10.75,2.09,38.85,6.76,1.96,0.49,19.41,0,0,0,0,0,0,-1.33,0,0,0,0,2
J Taparia Projects Ltd,Consumer Discretionary,Textiles,40.5,-31.86,-65.76,-17.34,-149.88,-150.12,-29.81,0.2,14.03,1.22,0,-6.41,4.21,38.85,6.76,9.62,0.49,-65.76,0,0,0,0,0,0,0.1,0,0,0,0,0
Rajkamal Synthetics Ltd,Consumer Discretionary,Restaurants & Cafes,40.24,640,121.43,30,45,40,47.06,1.18,8.89,1.14,1.09,251.47,365.77,38.85,6.76,100.59,0.49,73.91,0,0,0,0,0,0,0.24,0,1.09,0.24,0,2
Grill Splendour Services Ltd,Consumer Discretionary,Textiles,40.23,-7.53,7.46,-0.89,5.49,-1.7,-1.54,0.9,-2.4,0.26,3.78,-174.93,9.81,38.85,6.76,2.98,0.49,2.71,-,0,-,0,-,-50.25,-,0,3.78,0.7,0,0
India Cements Capital Ltd,Consumer Discretionary,Textiles,40,8.93,3.24,0,28.22,20.82,2.3,0.11,0.44,4.68,2.49,26.32,2.25,38.85,6.76,5.48,0.49,2.45,0,0,0,0,0,0,0.16,0,2.49,0.66,0,1
Patspin India Ltd,Consumer Discretionary,Tour & Travel Services,39.36,,2.68,14.1,7.79,-12.86,-7.15,0.56,-1.22,0.15,,-5.92,-1.65,38.85,6.76,0.76,0.49,-,0,0,0,0,0,0,-0.77,0,-3.07,0.83,0,2
Mohit Industries Ltd,Consumer Discretionary,Textiles,38.14,-0.85,0.51,6.82,2.17,-1.44,-0.67,0.47,17.46,1.1,0.19,-19.86,0.14,38.85,6.76,0.29,0.49,0.64,0,0,0,0,0,0,-0.29,0,0.19,0.16,1,0
Prakash Woollen & Synthetic Mills Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",37.86,1.98,6.37,5.36,10.29,0.92,0.77,0.83,20.05,1.08,1.09,40.27,0.79,38.85,6.76,0.37,0.49,5.51,0,0,0,0,0,0,-0.31,0,1.09,0.41,0,0
Unison Metals Ltd,Consumer Discretionary,Textiles,37.31,11.38,22.16,1.93,6.24,1.29,2.08,1.61,16.12,1.16,1.8,10.45,1.12,38.85,6.76,0.13,0.49,12.54,0,0,0,0,0,0,0.82,0,1.8,0.32,0,2
Spenta International Ltd,Consumer Discretionary,Education Services,37.04,3.97,9.9,8.56,11.8,3.02,1.95,0.65,2.12,1.77,0.8,33.67,1.32,38.85,6.76,1.02,0.49,5.91,0,0,0,0,0,0,-0.27,1,0.8,0.4,1,0
Aruna Hotels Ltd,Consumer Discretionary,Apparel & Accessories,36.98,-14.11,6.44,17.2,47.43,-15.17,-2.48,0.16,-2.78,0.15,4.02,-8.24,1.25,38.85,6.76,1.25,0.49,6.66,-0.15,-0.15,0,0,-0.15,-0.14,-0.31,0,4.02,0.66,0,0
Jetking Infotrain Ltd,Consumer Discretionary,Housewares,36.92,-1.27,-0.7,-3.03,8.21,-2.11,-1.08,0.51,4.31,1.2,0.04,-73.83,0.95,38.85,6.76,1.55,0.49,-0.72,0,0,0,0,0,0,5.27,0,0.04,0.03,1,0
Hindoostan Mills Ltd,Consumer Discretionary,Textiles,36.7,2.55,2.82,3.74,4.07,1.34,1.67,1.25,3.6,2.65,0.03,29.13,0.73,38.85,6.76,0.39,0.49,3.25,0,0,0,0,0,0,-5.26,0,0.03,0.02,1,0
Goenka Diamond And Jewels Ltd,Consumer Discretionary,Textiles,35.82,-0.96,-0.96,-32.93,-271.21,-431.82,-0.29,0,0,1.42,0.76,-12.57,0.15,38.85,6.76,54.27,0.49,-0.41,0,0,0,0,0,-1.29,-0.01,0,0.76,0.23,1,0
Sterling Powergensys Ltd,Consumer Discretionary,Home Furnishing,35.66,,102.77,-5.37,30.25,26.67,16.89,0.63,6.72,1.11,16.2,12.6,237.75,38.85,6.76,3.36,0.49,115.12,0,0,0,0,0,0,0.04,0,16.2,0.13,0,2
Gajanand International Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",35.41,19.32,21.84,-8.57,3.81,2.06,7.68,3.73,8.67,1.84,0.68,15.81,2,38.85,6.76,0.33,0.49,10.98,-,-,-,-,-,-,-,0,0.68,0.31,0,2
Morarjee Textiles Ltd,Consumer Discretionary,Textiles,35.17,,25.33,3.6,-67.93,-476.06,-32.77,0.07,-0.09,0.12,,-0.17,-0.13,38.85,6.76,0.83,0.49,-,0,0,0,0,0,0,-29.06,0,-1.85,1.02,0,2
Alfa Ica (India) Ltd,Consumer Discretionary,Textiles,34.73,7.98,13.64,7.52,7,2.41,3.95,1.64,5.79,1.74,0.64,20.8,1.6,38.85,6.76,0.5,0.49,9.24,0,0,0,0,0,0,1.04,0,0.64,0.31,1,0
Kallam Textiles Ltd,Consumer Discretionary,Textiles,34.22,-20.63,-8.42,6.52,-1.27,-10.16,-6.92,0.68,-4.27,0.52,1.94,-0.91,0.21,38.85,6.76,0.09,0.49,-0.42,0,0,0,0,0,0,-1.77,0,1.94,0.62,0,0
Globale Tessile Ltd,Consumer Discretionary,Tires & Rubber,33.98,4.35,11.42,7.45,2.7,0.91,1.12,1.22,3.74,1.54,0.81,67.97,2.89,38.85,6.76,0.62,0.49,5.85,-,-,-,-,-,-,-0.4,0,0.81,0.26,1,0
Deep Diamond India Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",33.59,,4.02,-148.77,22.74,11.51,,0.32,-,2.21,0.08,79.97,1.64,38.85,6.76,9.2,0.49,3.08,0,0,0,0,0,0,0.06,0,0.08,0.07,1,0
Tirupati Tyres Ltd,Consumer Discretionary,Education Services,33.59,0.17,0.22,4.88,29.27,21.95,0.17,0.01,0.01,901,0,373.17,0.62,38.85,6.76,81.92,0.49,0.17,0,0,0,0,0,0,0.01,0,0,0,0,2
Virtual Global Education Ltd,Consumer Discretionary,Education Services,33.47,-2.93,-2.48,-97.01,-262.69,-273.13,-2.29,0.01,0.04,4.9,0.04,-18.29,0.54,38.85,6.76,49.95,0.49,-2.85,0,0,0,0,0,0,0,0,0.04,0.03,1,0
Veejay Lakshmi Engineering Works Ltd,Consumer Discretionary,Textiles,32.86,-20.83,-5.64,8.03,0.08,-5.07,-7.12,1.4,149.62,0.96,1.42,-7.16,1.64,38.85,6.76,0.36,0.49,-4.44,0,0,0,0,0,0,-3.31,0,1.42,0.46,0,0
Pasupati Spinning and Weaving Mills Ltd,Consumer Discretionary,Textiles,32.62,1.99,15,5,7.26,0.54,0.59,1.08,17.55,1.06,1.7,54.37,1.07,38.85,6.76,0.3,0.49,6.77,0,0,0,0,0,0,-0.19,0,1.7,0.51,0,0
Ace Integrated Solutions Ltd,Consumer Discretionary,Textiles,32.54,2.19,2.02,3.76,5.64,4.28,2,0.47,0.75,12.26,0.01,79.36,1.71,38.85,6.76,3.4,0.49,2.24,0,0,0,0,0,0,0.05,0,0.01,0.01,1,0
Garden Silk Mills Ltd,Consumer Discretionary,Textiles,31.98,,,7.56,2.15,-7.21,-12.35,1.71,-37.22,3.09,,-0.15,-0.06,38.85,6.76,0.01,0.49,-,0,0,0,0,0,0,-3.8,0,-3.73,1.17,0,2
Zenith Fibres Ltd,Consumer Discretionary,Textiles,31.48,2.42,3.13,2.66,6.99,3.55,2.25,0.63,0.99,16.21,0,23.85,0.57,38.85,6.76,0.85,0.49,2.48,0,0,0,0,0,0,1.35,1,0,0,0,1
Gautam Gems Ltd,Consumer Discretionary,Textiles,31.03,0.98,1.7,23.46,0.95,0.36,0.6,1.65,2.83,3.17,0.08,83.87,0.61,38.85,6.76,0.31,0.49,1.32,0,0,0,0,0,0,0.02,0,0.08,0.06,1,0
Visagar Polytex Ltd,Consumer Discretionary,Textiles,30.44,-147.09,-155.77,13.85,-161.74,-182.39,-84.59,0.46,0.6,79.5,2.32,-1.96,10.87,38.85,6.76,3.57,0.49,-155.27,0,0,0,0,0,0,-0.02,0,2.32,0.7,0,0
Castex Technologies Ltd,Consumer Discretionary,Textiles,30.25,,47.18,-0.18,-19.63,-189.82,-8.18,0.04,-0.04,0.06,,-0.05,-0.02,38.85,6.76,0.1,0.49,-,0,0,0,0,0,0,-2.95,0,-4.37,0.98,1,0
Jaihind Synthetics Ltd,Consumer Discretionary,Textiles,29.91,0.13,0.2,-80,15,10,0.12,0.01,0.01,8.92,0.06,1495.65,1.99,38.85,6.76,149.57,0.49,0.13,0,0,0,0,0,0,0,0,0.06,0.06,1,0
Best Eastern Hotels Ltd,Consumer Discretionary,Auto Parts,29.81,4.05,11.56,6.11,18.01,2.25,2.41,1.07,-4.32,0.21,0.34,212.91,8.47,38.85,6.76,4.79,0.49,8.05,0,0,0,0,0,0,0.04,0,0.34,0.21,1,0
Blue Chip Tex Industries Ltd,Consumer Discretionary,Textiles,29.75,1.87,3.7,1.53,1.45,0.2,1.16,5.72,24.18,2.16,0.16,57.22,1.07,38.85,6.76,0.12,0.49,3.04,0,0,0,0,0,0,-1.88,2,0.16,0,1,0
Net Avenue Technologies Ltd,Consumer Discretionary,Textiles,29.72,-25.12,-5.59,-5.12,-1.7,-5.77,-8.52,1.48,5.65,1.85,0.13,-0.19,0.03,38.85,6.76,0.01,0.49,-5.12,0,0,-0.67,-2.31,-0.78,-2.27,0,-,0.13,0.06,1,0
Piotex Industries Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",29.6,43.69,33.2,-2.05,3.61,2.53,11.21,4.43,11.7,1.53,0.48,9.83,3.16,38.85,6.76,0.25,0.49,23.55,-,0,-,0.96,-,2.42,-,0,0.48,0.12,0,2
Shubham Polyspin Ltd,Consumer Discretionary,Apparel & Accessories,29.53,5.77,10.67,9.91,6.3,1.69,3.07,1.81,19.56,1.36,0.59,34.34,1.93,38.85,6.76,0.58,0.49,7.07,0,0,0,0,0,0,0.14,0,0.59,0.32,0,1
Oswal Yarns Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",29.5,-6.33,-5.61,46.91,-9.28,-10.82,-5.43,0.5,0.68,23.09,0.14,-140.46,9.19,38.85,6.76,15.2,0.49,-5.74,0,0,0,0,0,0,-0.22,0,0.14,0.12,0,0
Maris Spinners Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",29.07,-35.35,-6.45,2.55,1.03,-5.47,-6.93,1.27,-12.74,0.79,3.82,-3.18,1.36,38.85,6.76,0.17,0.49,-0.04,0,0,0,0,0,0,-0.86,0,3.82,0.61,0,0
Lakhotia Polyesters (India) Ltd,Consumer Discretionary,Textiles,28.86,0.8,9.87,1.26,3.16,0.25,0.34,1.38,3.52,1.99,0.68,412.23,3.26,38.85,6.76,1.01,0.49,3.76,0,0,0,0,0,0,-0.17,0,0.68,0.35,0,0
Shubhlaxmi Jewel Art Ltd,Consumer Discretionary,Housewares,28.79,6.07,11.84,-8.86,4.44,1.77,3.48,1.97,3.32,2.91,0.49,23.6,1.33,38.85,6.76,0.42,0.49,7.48,0,0,0,0,0,0,-,0,0.49,0.29,0,1
Jai Mata Glass Ltd,Consumer Discretionary,Textiles,28.6,0.33,4.75,-32.08,28.3,1.89,0.32,0.17,0.52,17.29,0.02,2860,9.26,38.85,6.76,53.96,0.49,4.76,0,0,0,0,0,0,0.01,0,0.02,0.02,1,0
Heads UP Ventures Limited,Consumer Discretionary,Textiles,28.6,-26.86,-30.9,-144.3,-539.24,-545.57,-22.83,0.04,0.05,6.59,0,-6.64,2.05,38.85,6.76,36.2,0.49,-30.92,0,0,0,0,0,0.22,-0.11,0,0,0,0,0
Prime Urban Development India Ltd,Consumer Discretionary,Textiles,28.43,,34.17,17.9,-8.95,-18.44,-9.08,0.49,-1.47,0.64,,-13.94,-7.54,38.85,6.76,2.57,0.49,-,0,0,0,0,0,0,-0.17,0,-2.1,0.39,0,2
Suumaya Industries Ltd,Consumer Discretionary,Textiles,28.28,-40.67,-86.98,10.44,-67.17,-82.09,-20.8,0.54,1.1,1.62,0.39,-0.03,0.03,38.85,6.76,0.02,0.49,-32.56,0,0,0,-0.01,0,0,-137.42,0,0.39,0.15,0,0
S M Gold Ltd,Consumer Discretionary,Textiles,28.15,6.22,10.42,15.15,3.78,1.88,3.39,1.8,4.1,1.94,0.76,23.65,1.27,38.85,6.76,0.45,0.49,5.64,0,0,0,0,0,0,-0.35,0,0.76,0.42,0,1
JHS Svendgaard Retail Ventures Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",27.97,4.13,8.64,1.87,17.29,1.57,3.16,2.02,4.17,5.61,0.11,107.58,4.35,38.85,6.76,1.68,0.49,8.15,0,-,0,-,0,-,0.15,0,0.11,0.09,1,0
Ventura Textiles Ltd,Consumer Discretionary,Textiles,27.78,,-802.44,-57.05,82.33,76.5,132.12,1.73,-1.05,0.47,,2.94,-3.36,38.85,6.76,2.25,0.49,-,0,0,0,0,0,0,-0.07,0,-0.88,4.99,0,2
Sunil Industries Ltd,Consumer Discretionary,Textiles,27.57,5.09,18.94,7.28,6.55,1.25,1.81,1.45,11.59,1.21,1.19,12.25,0.61,38.85,6.76,0.15,0.49,7.94,0,0,0,0,0,0,2.21,0,1.19,0.45,0,1
Osiajee Texfab Ltd,Consumer Discretionary,Retail - Department Stores,27.5,12.58,11.9,22.45,62.86,48.16,7.83,0.16,0.65,1.69,0.61,23.3,2.76,38.85,6.76,11.22,0.49,9.37,0,0,0,0,0,0,0.97,0,0.61,0.35,0,2
Gujarat Hy Spin Ltd,Consumer Discretionary,Auto Parts,26.97,0.9,6.63,3.05,3.32,0.18,0.49,2.7,16.86,1.38,0.51,158.63,1.42,38.85,6.76,0.29,0.49,4.49,-,0,-,0,-,0,0.1,0,0.51,0.27,1,0
Roopshri Resorts Ltd,Consumer Discretionary,Textiles,26.86,3.59,3.63,36.36,35.29,24.06,3.52,0.15,0.34,37.68,0,59.69,1.78,38.85,6.76,14.36,0.49,2.97,-,0,-,0,-,0,-,0,0,0,0,2
DocMode Health Technologies Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",26.76,2.75,12.98,11.23,5.03,0.47,0.88,1.85,8.44,1.41,0.89,140.85,2.58,38.85,6.76,0.67,0.49,9.46,0,-,0,-,-34.98,-,-,0,0.89,0.35,0,0
Benara Bearings and Pistons Ltd,Consumer Discretionary,Textiles,26.56,-33,-8.29,12.31,-12.65,-20.45,-8.86,0.16,-1.2,0.64,2.88,-8.38,1.23,38.85,6.76,1.71,0.49,-9.92,0,0,0,0,0,0,13.19,0,2.88,0.69,0,0
H S India Ltd,Consumer Discretionary,Education Services,26.37,4.47,7.62,11.64,17.32,5.08,2.58,0.51,0.83,5.69,0.63,19.68,0.86,38.85,6.76,1,0.49,6.33,0,0,0,0,0,0,0.06,0,0.63,0.37,0,2
Winsome Yarns Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",26.16,,6.47,-0.9,-34.85,-74.13,-11.18,0.15,-0.06,0.07,,-0.99,-0.06,38.85,6.76,0.73,0.49,-,0,0,0,0,0,-0.01,-0.43,0,-1.36,2.57,1,0
Sovereign Diamonds Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",26.07,8.45,17.57,4.93,12.39,4.82,4.36,0.9,2.29,1.9,0.68,19.03,1.54,38.85,6.76,0.92,0.49,9.57,0,0,0,0,0,0,-0.11,0,0.68,0.37,0,1
NB Footwear Ltd,Consumer Discretionary,Textiles,25.95,,13.87,0,-,,,-,0,0,,-136.56,-,38.85,6.76,-,0.49,-,0,0,0,0,0,0,-0.03,0,0,-,0,2
Hisar Spinning Mills Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",25.39,9.45,12.51,5.42,11.25,4.78,7.58,1.59,2.79,7.24,0.14,12.63,1.14,38.85,6.76,0.6,0.49,8.87,0,0,0,0,0,0,1.75,0,0.14,0.11,1,0
Darshan Orna Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",25.36,0.46,24.31,2.14,13.04,10.98,0.45,1.82,2.16,32.69,0,9.5,1.94,38.85,6.76,1.04,0.49,0.84,0,0,0,0,0,0,0.04,0,0,0,0,2
Reliable Ventures India Ltd,Consumer Discretionary,Apparel & Accessories,25.07,-4.88,-5.53,71.15,-36.15,-58.85,-4.08,0.07,0.21,3.53,0.02,-16.38,0.8,38.85,6.76,9.64,0.49,-4.71,0,0,0,0,0,0,-0.39,0,0.02,0.02,1,0
